image_name,pair_id,caption
train/image/182857.jpg,14346,a person with a tattoo on their left leg is standing in front of a low piece of white furniture.
train/image/053696.jpg,4238,the person bends over to make a shot on a blue pool table.
train/image/143119.jpg,11227,"at nighttime, a person is looking at lights reflecting off a body of water."
train/image/092870.jpg,7330,"a van, a motorbike and other vehicles are behind the person."
train/image/167792.jpg,13158,the person stands in a room that includes a painted green palm tree.
train/image/158213.jpg,12402,blue shampoo bottles are in the shower of a white bathroom where a person stands.
train/image/148823.jpg,11674,a person is standing in front of another person.
train/image/074021.jpg,5841,"the person faces a brown desk, stool and chair in a room with a blue wall poster."
train/image/037468.jpg,2938,"on a pier, a person is standing."
train/image/006524.jpg,532,"the person stands on tiled flooring, legs slightly crossed and one arm draped over their purse."
train/image/021844.jpg,1735,"the person holds onto the stone railing, it overlooks a pond surrounded by trees."
train/image/070350.jpg,5569,the person stands with an elbow on a brass door rail.
train/image/007258.jpg,588,the person stands on a paved white road with a brick wall on one side and houses opposite.
train/image/073877.jpg,5833,there are two red and black chairs on either side of a person.
train/image/180264.jpg,14124,a couple pairs of shoes and a standing fan are on the floor by the person.
train/image/171277.jpg,13417,a person poses in a white walled room.
train/image/185748.jpg,14582,a person stands with a building in the distance at twilight.
train/image/139729.jpg,10993,in a wall-papered room a person covers their mouth while standing in front of a bed.
train/image/013621.jpg,1096,the person holds a floral bouquet in front of a black wall with asian text on it.
train/image/077355.jpg,6103,the person poses in front of a row of cars parked in front of a building.
train/image/127621.jpg,10080,a desk is in the foreground as the person faces a window with a long curtain.
train/image/066486.jpg,5262,a person stands besides a metal bunkbed that has black sandals under it.
train/image/074024.jpg,5841,a person stands facing the underside of a staircase.
train/image/030623.jpg,2416,the person stands by a ladder next to wall cabinets where a coat hangs.
train/image/030613.jpg,2416,"in front of a cluttered vanity, a person poses."
train/image/053330.jpg,4217,the person stands on a brick walkway flanked by landscaped greenery.
train/image/088773.jpg,7013,in a room between bunkbeds a person is standing.
train/image/070361.jpg,5569,a person is standing next to a blue curtain with small tables in front of it.
train/image/051007.jpg,4036,the person faces a refrigerator and purple chairs.
train/image/051000.jpg,4036,a person poses in front of a dark brown door with a chrome handle.
train/image/075632.jpg,5971,a person poses in front of a shop display with small products on sale
train/image/180274.jpg,14124,a person crouches in front of a piece of art.
train/image/134541.jpg,10613,"brown tables, one holding a yellow box, fill the room where the person stands."
train/image/164949.jpg,12915,a person is outside posing near two colorful parrots.
train/image/077360.jpg,6103,a large green plan stands behind a person standing straight.
train/image/053325.jpg,4217,"tall pale cabinets are behind the person, who faces a brick wall with a light switch on it."
train/image/149397.jpg,11716,the person sits on one of two tan leather chairs in front of a wall decorated with two hands.
train/image/149402.jpg,11716,a person poses in front of a white painted kitchen.
train/image/013620.jpg,1096,the person sits in the back seat of a car.
train/image/167800.jpg,13158,a built in shelf behind a glass door is near a posing person.
train/image/148832.jpg,11674,a display screen stands behind the posing person.
train/image/027392.jpg,2164,"a person leans against a railing, with a multi-story building in the background."
train/image/042147.jpg,3332,the person stands beneath a white light fixture in a room with a purple sofa.
train/image/012156.jpg,978,"framed by hanging flowers, the person glances backwards while walking toward a staircase."
train/image/019942.jpg,1576,a white wall with brown furniture is behind a person.
train/image/078688.jpg,6212,a person is sitting in a cream colored leather chair.
train/image/189495.jpg,14881,"the carpet is red, brown and pink beneath a person who leans on a bar counter."
train/image/003849.jpg,309,a purple mat is on the floor where the person is sitting.
train/image/046817.jpg,3694,a fan is on the floor behind the posing person.
train/image/021846.jpg,1735,the person is sitting on a patterned cushion on a woven chair.
train/image/149154.jpg,11700,"the person stands on the beige floor, in front of an off white chair."
train/image/006525.jpg,532,"a person in the bedroom checking out reflection,"
train/image/167805.jpg,13158,floor-length red curtains hang from rails behind a person.
train/image/034160.jpg,2684,the person faces a blue stepstool which is near white cabinets.
train/image/148831.jpg,11674,the person perches on the edge of a cabinet by an open door.
train/image/081377.jpg,6425,the storefront in front of a person has a red and white sign.
train/image/012150.jpg,978,the person stands between a green plant and a cloth-covered table.
train/image/088761.jpg,7013,a tunnel of trees stretches before a person going on a walk.
train/image/005617.jpg,452,the person sits on boulders next to a deck at the edge of a body of water.
train/image/047244.jpg,3731,gold egg shapes on a red cloth are behind the person.
train/image/034175.jpg,2684,the person stands in front of a paned window while holding a cup.
train/image/109760.jpg,8691,a person stands next to an empty clothing rack and in front of a white curtain.
train/image/014717.jpg,1181,in a hallway with white walls and floors a person is walking.
train/image/164961.jpg,12915,white cabinets are behind the posing person.
train/image/127631.jpg,10080,the person stands between a white oval table and a bed with a pink spread.
train/image/037582.jpg,2946,the person sits on a purple couch next to a makeup bag.
train/image/140043.jpg,11013,a blue rug with a map of the earth is behind a person.
train/image/180263.jpg,14124,a water dispenser is in front of a person who is posing.
train/image/088767.jpg,7013,"a person stands in front of trees with long, thin trunks."
train/image/189508.jpg,14881,the person sits in a black chair in front of a wall of shelves.
train/image/092882.jpg,7330,sky-blue cabinets line the wall behind the person.
train/image/003843.jpg,309,a person sitting on a couch.
train/image/053690.jpg,4238,a pink item shaped like a layer cake is on the floor by the person.
train/image/011125.jpg,885,the person stands in a field atop a block while holding a bunch of cattails.
train/image/107753.jpg,8529,an open set of shelves and a folded blanket are behind the person.
train/image/134539.jpg,10613,a person poses in front of a tall statue that is surrounded by a white fence.
train/image/078700.jpg,6212,"a pink bag filled with pink, blue, and white flowers is on the floor near where a person stands."
train/image/078686.jpg,6212,in front of a white sofa and a suitcase stands a person.
train/image/114210.jpg,9040,the person stands behind wooden chairs while facing a shelf of jars.
train/image/099538.jpg,7884,a person walking on a sidewalk lined with a cinder block wall with a yellow railing.
train/image/149404.jpg,11716,buildings and green trees and shrubs are in the background of the person.
train/image/046834.jpg,3694,a white table and green chair are behind the person.
train/image/078687.jpg,6212,a person is standing in front of a curtain.
train/image/141800.jpg,11132,a pink chair has a person sitting in it.
train/image/127485.jpg,10071,a building behind a wrought iron fence stands behind the person posing on stairs.
train/image/011139.jpg,885,in the middle of a pedestrian zone a person is walking.
train/image/078703.jpg,6212,a person is sitting on a light-colored couch with their right knee crossed over their left knee.
train/image/164956.jpg,12915,the person sits at a desk in front of rows of desks and chairs.
train/image/122446.jpg,9678,a person takes a step in front of a white call.
train/image/072626.jpg,5740,"on a stone-type sidewallk, a person is posing by an iron post and block fence."
train/image/069588.jpg,5513,colorful balloons are near the ceiling behind the person.
train/image/149401.jpg,11716,a person stands on grass in a park.
train/image/037467.jpg,2938,the person poses on a street in front of a white car.
train/image/051008.jpg,4036,a person posing in front of a huge wall.
train/image/182859.jpg,14346,the person holds a metal stick and stands on a green grassy field.
train/image/051013.jpg,4036,a storage table is in the corner of the dim room behind the person.
train/image/013915.jpg,1115,a dark door with a light handle is inset in the wall behind the person.
train/image/081379.jpg,6425,a person poses next to a wall-mounted radiator.
train/image/049478.jpg,3926,it is sunny where the person holding the black bag is standing.
train/image/078698.jpg,6212,an upholstered ivory chair with a pink pillow is behind the posing person.
train/image/047445.jpg,3747,a person is standing on a bright green carpet with cartoons on it.
train/image/037572.jpg,2946,a person stands with a hand resting on the desk behind them.
train/image/007239.jpg,588,a person stands in front of long gold curtains.
train/image/052168.jpg,4128,a shelf has several personal care products on it in front of a standing person.
train/image/034617.jpg,2723,a striped hoop stands along the wall next to the person.
train/image/141808.jpg,11132,a minnie mouse doll is in the corner of a couch behind the person.
train/image/124859.jpg,9867,"shoes are on the floor next to the person, who faces a wood-grained door."
train/image/007240.jpg,588,a basket of red produce is in the hands of a person standing in a field.
train/image/158153.jpg,12398,a person is posing outside in a parking lot.
train/image/048133.jpg,3808,a thin white curtain hangs next to a standing person.
train/image/095060.jpg,7508,a person crouches on a square brick walkway.
train/image/080666.jpg,6363,the person stands in a store by display cases and rows of items.
train/image/171275.jpg,13417,the person poses next to a tall cabinet with many shelves.
train/image/089187.jpg,7044,a person poses on a bed with a stripped bedspread
train/image/051060.jpg,4037,"there are wooden beams inscribed with text, beneath stands a person with arms outstretched."
train/image/124864.jpg,9867,"slippers, a doormat and a dark door are behind the posing person."
train/image/095054.jpg,7508,a person poses in front of a vast green field with a running track on it.
train/image/042152.jpg,3332,"the person stands by a white counter, which is in front of storage shelves."
train/image/011123.jpg,885,a person is sitting beside a small black table.
train/image/042159.jpg,3332,a person standing near a light-colored floor fan.
train/image/122430.jpg,9678,a black chair with a person sitting on it.
train/image/037477.jpg,2938,a person is walking along a wooden walkway over water.
train/image/089844.jpg,7096,the person stands on a tile floor facing a glass store display.
train/image/005007.jpg,399,the person is standing in a stairwell with flights of stairs going up and down.
train/image/089192.jpg,7044,a person is posing in her room.
train/image/073882.jpg,5833,a sliding ladder and a desk with a laptop are behind the person.
train/image/051049.jpg,4037,a green hedge and tall building are next to the person.
train/image/167793.jpg,13158,a person poses in front of a glass window and an open glass door.
train/image/072625.jpg,5740,a pink wall with a blue dinosaur on it has a person standing in front of it.
train/image/014723.jpg,1181,"in the bathroom, a person is standing in front of their white sink checking out their reflection."
train/image/099529.jpg,7884,a person is standing on multi-colored foam tiles in front of a wood-paneled wall.
train/image/027376.jpg,2164,a person posing stretching out the bottom of their fancy skirt with both hands.
train/image/123350.jpg,9749,the person sitting has one leg crossed over the other.
train/image/143103.jpg,11227,behind the person is a large white storage cabinet and a potted plant.
train/image/083856.jpg,6615,a scuffed  brown door is open behind a person leaning on a wall.
train/image/080682.jpg,6363,a tall pink storage unit with a pile of items beside it is behind the person.
train/image/143038.jpg,11222,a person stands by a column and a wooden ledge with greenery in the background.
train/image/012159.jpg,978,the person walks towards a flight of stairs while purple flowers hang around the area.
train/image/014714.jpg,1181,a person stands in front of a brown table with clutter on top
train/image/127635.jpg,10080,"in front and to the side of a white dresser, a person is standing on a white furry rug."
train/image/083591.jpg,6588,a counter full of various bottles and other containers is in front of the person.
train/image/092881.jpg,7330,the person poses in a white room that includes a white sofa.
train/image/081953.jpg,6471,a person is standing on a floor with square grooved tiles on it.
train/image/032992.jpg,2594,the person stands in a room that includes a floor fan and a couch with a striped pillow.
train/image/158157.jpg,12398,the person stands in a white room holding a white card.
train/image/077361.jpg,6103,a red door is open behind a person who is posing.
train/image/074015.jpg,5841,the person is sitting on a chair next to a desk by a partition.
train/image/185744.jpg,14582,a person is standing in front of a doorway that has a red sign affixed next to the doorway.
train/image/084519.jpg,6668,a person walks on a shiny green floor with yellow strips on it.
train/image/124870.jpg,9867,"a wall topped by a metal fence is alongside the person, whose foot is near a post."
train/image/021856.jpg,1735,a dark brown vanity stands behind a posing person.
train/image/171289.jpg,13417,a posing person waves in front of a store display rack.
train/image/081954.jpg,6471,a fan spins in the background as a person poses.
train/image/080665.jpg,6363,the person walks down the road in a rural and grassy area.
train/image/158210.jpg,12402,a blue couch and brown curtains fill the room where a person is standing.
train/image/107744.jpg,8529,the person is sitting on one of a pair of brown leather seats.
train/image/019945.jpg,1576,a white brick wall is on one side of a person walking.
train/image/083860.jpg,6615,a person is standing on a dark floor in a room.
train/image/189507.jpg,14881,"a water cooler jug is behind the person, who stands by a wall."
train/image/148829.jpg,11674,the back of the person standing in front of a white tiled wall is visible.
train/image/053450.jpg,4224,the person stands on a road painted with an arrow and flanked by trees and street lights.
train/image/149394.jpg,11716,the person stands under an umbrella and in front of a tree on a patio.
train/image/034604.jpg,2723,a bed with a red skirt and a wall with pictures is behind the posing person.
train/image/019509.jpg,1541,a display screen above a desk is behind the person.
train/image/053311.jpg,4217,a person makes their way through a grassy path.
train/image/122445.jpg,9678,"the room where a person stands has a white wall, a pink wall, and faux floral stems."
train/image/134536.jpg,10613,the person sits on an aqua-colored printed cushion.
train/image/140052.jpg,11013,branches with green leaves form the person's backdrop.
train/image/140033.jpg,11013,the person poses in front of a gray wall with green plants along the base and a ring of greenery.
train/image/021852.jpg,1735,a person sitting in a wicker chair on an outdoor balcony.
train/image/081944.jpg,6471,"behind a person touching their face, another is working studiously at a desk."
